steps_per_min,heart_rate_bpm,accelerometer_magnitude,skin_temperature_c,calories_per_min,gyroscope_magnitude,true_activity
2.709,65.611,0.11,36.249,2.1,0.095,Desk Work
116.899,92.048,1.958,36.602,3.912,0.577,Walking
19.299,107.513,1.588,36.527,9.453,0.997,Cycling
1.246,50.618,0.111,36.148,0.921,0.031,Sleeping
159.193,181.778,4.756,36.865,12.778,2.196,Running
0.844,80.265,0.39,36.151,1.53,0.097,Desk Work
9.518,136.809,2.329,36.866,6.817,2.021,Cycling
1.752,81.097,0.464,36.178,2.092,0.194,Desk Work
2.436,81.357,0.329,36.399,1.384,0.1,Desk Work
119.265,102.275,1.616,36.5,6.172,0.801,Walking
0.17,76.749,0.34,35.981,1.851,0.101,Desk Work
78.973,131.463,4.536,36.834,14.543,3.266,Gym
84.275,110.853,1.753,36.339,5.299,0.479,Walking
162.82,149.546,5.205,37.037,11.935,2.925,Running
92.701,140.529,4.567,36.686,15.793,3.988,Gym
17.232,110.658,3.009,36.841,7.568,1.71,Cycling
19.293,123.626,2.441,36.976,7.628,0.789,Cycling
0.57,57.011,0.062,36.08,0.717,0.073,Sleeping
142.169,166.51,3.006,36.495,11.257,2.706,Running
0.0,76.074,0.182,36.407,1.609,0.223,Desk Work
4.064,76.84,0.208,36.085,2.112,0.158,Desk Work
75.987,113.074,5.472,36.701,14.503,3.559,Gym
1.842,53.549,0.131,36.187,1.315,0.058,Sleeping
2.665,79.921,0.281,36.0,1.499,0.249,Desk Work
98.929,91.516,1.616,36.322,4.81,0.586,Walking
74.337,142.44,5.142,36.672,15.475,3.306,Gym
185.855,143.809,3.464,36.917,10.333,1.789,Running
98.664,85.464,1.84,36.336,3.967,1.102,Walking
91.341,102.331,1.78,36.477,6.016,1.331,Walking
80.279,89.998,1.619,36.391,3.54,0.931,Walking
90.088,143.904,3.832,37.203,11.076,3.303,Gym
75.227,89.667,1.059,36.199,6.092,0.767,Walking
179.59,154.232,4.413,36.851,10.018,2.006,Running
136.992,156.538,3.488,36.286,9.776,3.531,Running
0.0,53.01,0.212,36.025,0.948,0.048,Sleeping
103.211,159.088,2.544,37.074,15.082,2.956,Gym
57.677,163.513,5.363,37.605,12.837,4.278,Gym
97.939,79.04,1.614,36.658,5.073,0.718,Walking
98.486,138.731,5.426,36.966,12.384,2.576,Gym
92.739,162.348,4.106,35.988,13.726,3.993,Gym
1.124,56.989,0.135,35.931,1.153,0.051,Sleeping
112.801,180.246,4.706,36.761,17.391,2.92,Gym
68.417,95.957,1.657,36.691,5.472,1.076,Walking
0.459,55.393,0.14,36.09,0.854,0.05,Sleeping
0.0,54.413,0.181,35.946,1.199,0.038,Sleeping
85.976,76.918,1.644,36.191,3.886,1.094,Walking
0.0,64.538,0.274,36.422,1.886,0.13,Desk Work
165.531,165.707,2.895,36.999,10.51,2.185,Running
0.0,71.833,0.191,36.251,1.025,0.161,Desk Work
65.864,148.94,4.043,36.786,17.261,3.199,Gym
163.051,162.096,3.512,36.747,15.2,3.303,Running
84.117,89.242,1.054,36.353,7.24,0.807,Walking
93.718,156.492,4.164,36.826,16.704,3.111,Gym
1.47,71.789,0.44,36.303,1.329,0.206,Desk Work
83.137,154.797,4.558,36.886,12.753,3.369,Gym
10.986,144.242,2.196,36.849,10.001,1.887,Cycling
85.053,89.537,1.097,36.232,3.749,0.76,Walking
0.193,75.601,0.215,36.311,0.964,0.189,Desk Work
0.0,56.991,0.119,36.152,1.095,0.055,Sleeping
82.335,98.303,1.853,36.511,3.956,0.62,Walking
2.518,70.573,0.13,36.529,1.171,0.164,Desk Work
163.423,155.437,3.344,36.358,11.69,2.204,Running
0.0,49.719,0.023,36.427,1.092,0.08,Sleeping
0.675,73.832,0.6,36.051,1.49,0.174,Desk Work
17.206,136.896,1.702,36.528,10.691,2.253,Cycling
0.0,45.492,0.127,35.94,1.194,0.065,Sleeping
92.618,114.697,5.557,36.952,14.215,3.007,Gym
130.228,153.476,5.7,36.958,10.79,3.435,Gym
0.0,54.127,0.118,36.041,0.881,0.058,Sleeping
0.639,57.263,0.031,36.007,0.982,0.058,Sleeping
16.415,130.119,3.164,36.735,11.276,2.281,Cycling
0.049,86.017,0.266,36.045,1.971,0.1,Desk Work
93.208,103.682,0.904,36.744,5.467,0.873,Walking
78.029,150.737,3.956,36.819,14.969,3.964,Gym
145.569,153.84,3.451,36.663,13.144,2.968,Running
95.312,112.849,1.448,36.711,6.802,0.721,Walking
91.625,162.267,4.262,36.14,14.464,1.724,Gym
1.796,61.648,0.262,36.07,1.596,0.224,Desk Work
125.319,105.443,4.573,37.187,15.602,2.756,Gym
78.847,85.375,1.444,36.551,4.896,0.848,Walking
71.909,128.384,5.463,36.638,11.77,2.956,Gym
115.629,83.094,1.632,36.621,4.706,0.967,Walking
107.629,101.089,1.597,36.309,3.657,0.807,Walking
17.574,128.092,1.799,36.307,6.529,1.316,Cycling
65.836,155.097,3.477,36.436,14.08,3.175,Gym
39.803,121.324,1.998,36.123,6.837,1.586,Cycling
82.669,133.115,4.542,37.293,13.982,3.35,Gym
89.68,86.222,1.515,36.243,5.936,1.022,Walking
96.24,134.514,6.438,36.76,11.96,2.471,Gym
3.837,75.084,0.302,36.265,1.503,0.15,Desk Work
19.525,131.907,2.243,36.084,8.455,1.807,Cycling
145.523,173.745,3.611,36.849,12.718,2.474,Running
15.183,124.4,2.417,37.13,10.694,1.824,Cycling
85.882,96.682,1.574,36.561,5.212,0.772,Walking
1.446,70.693,0.304,36.495,1.394,0.088,Desk Work
4.19,75.098,0.304,36.562,1.367,0.136,Desk Work
87.816,142.73,3.717,37.146,13.196,4.509,Gym
98.835,102.989,1.691,36.729,4.666,0.904,Walking
1.578,56.728,0.043,36.312,1.32,0.077,Sleeping
0.0,61.826,0.371,35.931,1.73,0.259,Desk Work
23.946,140.769,2.389,36.465,8.599,1.25,Cycling
0.0,62.438,0.109,35.561,0.815,0.029,Sleeping
165.997,141.273,3.221,36.665,10.904,3.507,Running
75.591,124.438,4.967,37.464,21.113,3.359,Gym
0.0,48.161,0.129,35.978,1.201,0.055,Sleeping
4.896,86.383,0.342,36.028,1.465,0.158,Desk Work
1.174,79.086,0.478,36.281,1.304,0.113,Desk Work
145.197,155.466,3.602,37.657,10.346,2.983,Running
171.063,154.146,4.177,36.761,12.969,3.026,Running
26.14,151.024,2.412,36.571,10.149,2.199,Cycling
22.11,149.095,1.689,36.293,7.068,1.939,Cycling
16.349,130.972,1.65,36.655,9.096,1.238,Cycling
142.351,150.257,4.355,36.317,12.421,1.988,Running
83.887,81.095,1.417,36.271,2.442,0.463,Walking
29.333,113.295,2.025,36.861,9.797,1.781,Cycling
2.147,82.579,0.388,36.128,1.135,0.201,Desk Work
0.0,68.152,0.106,35.724,0.988,0.089,Sleeping
0.0,55.54,0.098,35.648,1.483,0.036,Sleeping
154.094,164.509,3.089,36.981,10.036,3.026,Running
86.777,106.231,1.238,36.268,5.201,0.87,Walking
0.0,49.138,0.133,36.02,1.013,0.054,Sleeping
2.931,85.166,0.307,36.376,1.468,0.275,Desk Work
31.173,142.589,2.21,36.921,9.01,1.932,Cycling
1.75,82.347,0.477,36.28,1.632,0.232,Desk Work
85.682,156.689,4.855,36.891,15.026,3.5,Gym
1.148,51.707,0.157,35.792,1.08,0.071,Sleeping
2.52,55.82,0.437,35.94,1.455,0.161,Desk Work
119.318,150.388,4.25,37.446,15.231,3.391,Gym
6.511,70.144,0.222,36.304,1.765,0.14,Desk Work
189.265,156.645,4.068,37.003,14.737,3.47,Running
0.0,55.345,0.055,36.25,1.133,0.063,Sleeping
100.664,108.732,1.769,36.357,5.421,0.848,Walking
1.456,61.685,0.534,36.033,1.683,0.156,Desk Work
0.732,50.406,0.124,36.069,0.937,0.047,Sleeping
89.136,111.141,1.701,36.513,6.227,0.684,Walking
92.426,126.535,4.46,37.088,17.285,4.147,Gym
68.916,160.756,4.341,37.118,13.48,2.173,Gym
107.625,88.043,1.618,36.523,6.059,0.866,Walking
1.174,48.476,0.154,35.798,1.376,0.063,Sleeping
63.685,177.322,5.214,36.33,13.82,3.172,Gym
33.492,117.583,2.279,36.748,11.761,2.017,Cycling
163.483,154.124,3.373,36.882,11.305,2.665,Running
14.783,117.745,2.412,36.047,9.025,1.661,Cycling
5.051,69.822,0.263,35.941,1.031,0.131,Desk Work
27.816,146.193,2.597,36.54,7.561,1.997,Cycling
0.22,52.633,0.072,36.62,0.686,0.063,Sleeping
0.0,54.454,0.025,36.367,1.078,0.042,Sleeping
0.235,43.745,0.1,35.736,0.702,0.035,Sleeping
18.475,134.624,2.355,36.193,8.223,1.959,Cycling
76.33,98.331,1.755,36.827,6.774,0.729,Walking
107.538,132.164,4.779,37.005,10.671,3.442,Gym
1.086,69.161,0.135,35.749,1.066,0.075,Sleeping
0.958,45.725,0.139,36.119,0.797,0.047,Sleeping
102.237,138.637,5.287,36.946,14.565,3.602,Gym
0.0,59.624,0.098,35.953,0.835,0.038,Sleeping
1.013,74.828,0.168,36.283,1.342,0.199,Desk Work
147.227,164.799,3.729,37.091,11.206,2.545,Running
26.418,122.073,2.416,36.179,7.767,1.84,Cycling
17.992,135.632,2.147,36.68,11.695,1.654,Cycling
3.382,77.291,0.417,36.429,1.157,0.179,Desk Work
1.873,71.827,0.355,35.914,0.921,0.139,Desk Work
150.819,181.964,3.963,36.574,11.376,2.918,Running
20.803,139.171,2.13,36.376,9.202,1.503,Cycling
0.0,56.797,0.068,35.882,1.41,0.077,Sleeping
103.834,117.318,1.958,36.12,5.554,0.605,Walking
0.0,54.696,0.148,36.016,1.042,0.055,Sleeping
85.849,148.388,4.472,37.152,13.021,4.097,Gym
1.304,72.505,0.342,36.376,1.045,0.147,Desk Work
2.839,53.137,0.445,36.254,2.433,0.192,Desk Work
95.052,97.121,1.572,36.62,5.478,0.846,Walking
21.329,116.558,2.17,36.653,11.793,2.323,Cycling
78.838,110.993,3.875,37.26,15.558,2.639,Gym
0.295,50.742,0.087,36.118,0.872,0.06,Sleeping
3.406,74.397,0.316,36.267,1.419,0.15,Desk Work
162.749,155.663,4.424,36.86,12.165,2.009,Running
118.933,98.545,1.05,36.738,4.651,0.751,Walking
0.0,73.563,0.244,36.535,1.812,0.246,Desk Work
104.438,94.445,1.382,36.362,5.778,1.17,Walking
0.645,59.288,0.201,36.062,1.332,0.049,Sleeping
0.403,64.446,0.201,36.193,1.745,0.105,Desk Work
73.497,157.699,4.088,37.354,13.762,4.675,Gym
0.0,53.693,0.006,36.066,0.928,0.086,Sleeping
0.924,84.186,0.231,36.017,1.044,0.139,Desk Work
154.081,170.888,3.709,36.773,12.574,2.397,Running
78.161,151.361,3.618,37.563,14.409,4.176,Gym
1.926,64.579,0.324,35.998,1.422,0.234,Desk Work
0.0,56.534,0.15,35.875,1.427,0.071,Sleeping
121.5,155.579,3.264,37.046,11.269,2.777,Running
106.096,64.27,1.335,36.534,6.444,0.911,Walking
157.306,154.111,3.773,36.638,11.481,2.699,Running
163.3,120.789,3.789,36.224,11.572,2.844,Running
6.437,74.892,0.438,36.127,1.422,0.077,Desk Work
161.359,160.169,3.698,36.93,11.824,2.347,Running
66.457,153.035,5.26,36.859,13.061,3.507,Gym
98.382,83.006,1.298,36.352,3.787,0.563,Walking
0.0,51.463,0.065,36.254,1.044,0.04,Sleeping
19.29,115.912,2.286,36.163,8.308,2.593,Cycling
18.829,103.475,2.217,36.904,12.48,1.679,Cycling
25.131,126.434,2.359,36.758,10.491,1.576,Cycling
91.782,170.124,5.516,36.269,19.527,2.107,Gym
24.583,143.754,2.117,37.092,7.988,2.104,Cycling
91.723,173.022,4.328,37.03,9.219,2.67,Gym
84.934,76.78,1.845,36.375,5.057,1.019,Walking
22.349,143.307,2.253,36.385,7.072,3.08,Cycling
92.054,150.524,3.431,36.856,15.44,2.922,Gym
0.0,49.676,0.147,35.701,1.481,0.082,Sleeping
67.283,132.21,4.455,36.811,12.425,3.264,Gym
14.479,121.349,2.405,36.375,9.114,2.289,Cycling
96.098,96.455,1.282,36.444,5.901,0.722,Walking
2.05,111.144,2.404,36.323,9.091,1.617,Cycling
0.633,46.94,0.107,35.673,1.117,0.058,Sleeping
114.977,73.418,1.29,36.388,4.21,0.972,Walking
144.4,146.337,3.557,36.933,13.96,2.844,Running
0.0,56.104,0.057,36.052,0.848,0.072,Sleeping
82.255,97.404,1.686,36.6,3.967,0.701,Walking
104.759,126.856,3.314,36.863,14.166,3.624,Gym
0.0,73.095,0.281,36.007,1.045,0.209,Desk Work
60.781,150.45,4.48,37.504,14.496,1.922,Gym
21.733,125.369,1.887,36.298,7.487,1.249,Cycling
1.687,65.735,0.476,36.047,1.204,0.161,Desk Work
78.615,152.293,4.63,37.44,18.019,3.119,Gym
107.081,143.58,3.691,36.913,11.566,3.219,Gym
108.383,133.586,4.266,37.105,13.731,3.664,Gym
76.114,99.798,2.012,36.488,4.795,1.113,Walking
124.118,130.72,4.216,36.798,16.265,3.278,Gym
0.0,50.084,0.059,36.375,1.318,0.039,Sleeping
15.688,134.943,1.97,36.527,9.228,2.245,Cycling
15.798,131.75,2.425,36.439,8.609,2.232,Cycling
111.594,97.568,1.636,36.166,6.697,0.59,Walking
0.0,83.733,0.306,36.319,1.261,0.112,Desk Work
67.472,163.449,4.365,36.801,16.283,2.489,Gym
31.972,120.232,2.874,36.575,6.813,1.185,Cycling
77.335,170.65,5.0,36.87,12.126,3.44,Gym
75.52,160.498,4.902,36.81,13.615,3.094,Gym
1.591,55.512,0.091,36.247,0.973,0.03,Sleeping
98.777,88.83,1.659,36.5,5.076,0.626,Walking
89.621,97.294,1.772,36.18,4.622,0.427,Walking
108.411,91.102,1.494,36.357,4.425,0.652,Walking
63.601,122.277,5.248,37.339,12.762,4.559,Gym
94.3,104.248,5.974,36.864,12.582,2.612,Gym
149.539,162.941,4.456,36.832,12.324,2.165,Running
111.409,109.004,1.597,36.566,1.937,0.772,Walking
22.475,149.365,2.478,36.671,6.269,1.834,Cycling
20.238,122.836,2.511,36.288,10.451,1.811,Cycling
91.661,101.055,1.714,36.256,7.328,0.619,Walking
81.65,112.253,5.268,37.48,12.907,3.19,Gym
104.574,95.997,1.485,36.123,5.118,0.725,Walking
15.956,116.386,2.365,36.418,10.003,0.887,Cycling
97.815,91.595,1.031,36.31,4.657,0.746,Walking
3.492,86.027,0.222,36.392,1.571,0.215,Desk Work
2.757,69.688,0.529,36.108,1.403,0.179,Desk Work
98.115,103.9,1.516,36.302,3.162,0.517,Walking
16.173,155.32,1.861,36.203,6.644,1.719,Cycling
28.07,124.005,2.807,36.23,10.544,1.734,Cycling
1.035,68.907,0.321,35.828,1.571,0.137,Desk Work
1.088,51.614,0.124,35.675,1.142,0.05,Sleeping
0.0,71.927,0.217,36.278,1.734,0.155,Desk Work
27.877,110.298,2.101,36.581,8.513,2.457,Cycling
56.229,143.44,4.55,36.772,15.666,3.408,Gym
0.0,55.557,0.144,35.792,1.04,0.079,Sleeping
24.449,138.262,1.656,36.755,7.499,2.391,Cycling
24.819,126.483,1.991,36.078,5.332,2.266,Cycling
82.673,101.615,1.438,36.387,5.753,0.649,Walking
84.643,172.142,5.892,37.436,11.264,3.31,Gym
85.443,125.596,4.49,37.393,14.291,5.229,Gym
74.412,119.527,3.998,36.988,13.871,2.637,Gym
5.318,134.427,2.402,36.467,9.244,2.478,Cycling
93.809,92.988,1.071,36.463,4.526,0.976,Walking
92.945,103.687,1.686,36.372,6.082,0.561,Walking
5.984,59.058,0.486,36.327,1.263,0.197,Desk Work
0.0,67.2,0.413,36.278,1.522,0.155,Desk Work
24.321,142.909,2.023,36.493,8.77,2.263,Cycling
0.317,77.306,0.34,36.158,1.365,0.131,Desk Work
2.21,69.634,0.256,36.227,1.647,0.142,Desk Work
2.478,65.38,0.279,36.185,1.551,0.181,Desk Work
8.089,101.239,1.771,36.721,8.402,2.75,Cycling
0.0,76.425,0.284,36.332,1.314,0.193,Desk Work
5.62,70.154,0.296,36.211,1.665,0.123,Desk Work
23.098,132.501,1.38,36.317,9.624,1.285,Cycling
123.27,114.005,1.345,36.483,4.566,0.909,Walking
0.0,67.072,0.088,35.806,0.709,0.066,Sleeping
93.819,92.767,1.551,36.581,3.959,1.076,Walking
134.703,180.782,3.606,37.244,15.285,2.589,Running
4.217,69.146,0.126,36.097,1.612,0.209,Desk Work
9.174,125.617,1.653,36.726,10.445,2.368,Cycling
0.156,74.173,0.373,36.344,1.801,0.114,Desk Work
72.053,128.353,3.606,37.242,14.153,3.124,Gym
87.603,141.94,4.696,36.742,15.568,3.648,Gym
0.487,46.058,0.071,35.89,1.496,0.077,Sleeping
29.717,139.692,2.895,37.2,10.633,1.673,Cycling
0.0,58.177,0.031,36.32,1.279,0.074,Sleeping
138.293,143.264,4.223,36.626,16.421,1.933,Running
97.345,90.29,2.26,36.393,5.651,1.1,Walking
148.517,132.39,3.271,36.944,10.527,2.415,Running
0.0,67.92,0.236,36.476,1.176,0.187,Desk Work
0.0,63.239,0.264,36.251,1.437,0.1,Desk Work
114.713,88.053,1.458,36.27,4.747,0.728,Walking
72.983,149.967,4.213,37.029,9.629,4.702,Gym
90.041,115.499,3.248,37.108,16.184,2.774,Gym
20.678,134.399,2.032,36.886,7.547,1.399,Cycling
1.135,81.891,0.276,36.289,2.042,0.265,Desk Work
35.075,144.885,4.632,37.458,10.199,2.213,Gym
19.428,136.479,2.294,36.432,11.334,2.001,Cycling
86.682,107.004,1.609,36.557,6.838,0.855,Walking
147.352,153.017,3.928,36.772,10.014,2.74,Running
152.923,181.916,3.713,36.5,10.428,2.102,Running
3.541,72.894,0.304,36.14,1.585,0.182,Desk Work
95.21,69.393,1.411,36.475,5.224,1.013,Walking
163.438,156.818,3.919,36.804,11.485,2.37,Running
1.03,56.613,0.322,36.254,1.201,0.196,Desk Work
48.973,108.773,6.061,37.181,17.575,3.801,Gym
0.0,65.899,0.369,36.395,1.594,0.136,Desk Work
92.973,107.838,1.702,36.648,4.063,0.843,Walking
0.177,88.608,0.052,36.152,1.454,0.126,Desk Work
30.218,145.405,2.412,36.874,11.593,2.535,Cycling
3.804,84.383,0.441,36.228,1.478,0.145,Desk Work
67.104,142.66,4.078,37.078,13.589,3.529,Gym
110.714,96.792,1.987,36.615,4.91,0.361,Walking
11.48,139.878,2.569,36.825,10.585,1.938,Cycling
0.488,66.648,0.461,36.064,1.428,0.151,Desk Work
30.155,131.574,2.985,36.448,10.641,1.837,Cycling
2.376,65.239,0.271,36.048,1.584,0.148,Desk Work
0.027,55.952,0.175,36.248,0.834,0.048,Sleeping
106.795,93.843,1.571,36.387,4.239,0.527,Walking
19.981,123.216,2.808,36.493,6.193,2.261,Cycling
38.273,145.119,5.026,37.153,10.917,3.393,Gym
0.566,58.433,0.028,36.096,0.817,0.076,Sleeping
149.208,163.975,3.871,35.971,14.042,2.818,Running
0.0,78.254,0.465,36.32,1.397,0.032,Desk Work
2.113,60.848,0.321,36.046,1.284,0.11,Desk Work
3.768,82.599,0.416,35.999,1.201,0.222,Desk Work
72.371,102.609,1.798,36.183,3.417,0.869,Walking
10.834,122.049,2.406,36.644,10.784,1.839,Cycling
165.064,142.324,4.391,36.664,10.912,2.213,Running
0.0,56.006,0.113,35.947,0.851,0.078,Sleeping
3.427,78.233,0.237,36.021,1.49,0.298,Desk Work
1.389,52.837,0.081,36.196,0.722,0.035,Sleeping
2.159,65.373,0.365,36.428,1.671,0.252,Desk Work
0.055,60.052,0.084,36.126,0.968,0.062,Sleeping
91.036,95.551,4.288,36.958,12.151,3.677,Gym
29.691,129.961,2.432,36.485,8.428,1.702,Cycling
184.064,133.747,2.693,36.981,12.931,2.017,Running
0.0,51.705,0.115,36.178,0.807,0.01,Sleeping
158.963,149.948,3.962,36.605,13.506,2.568,Running
29.62,155.982,2.175,36.584,10.125,1.639,Cycling
160.815,177.189,3.095,36.521,11.783,1.637,Running
0.766,75.347,0.322,36.328,1.901,0.203,Desk Work
19.941,155.579,2.385,36.597,9.556,1.451,Cycling
101.399,97.546,1.321,36.492,4.537,0.569,Walking
0.388,74.8,0.334,36.105,2.227,0.212,Desk Work
18.045,140.756,2.477,37.086,8.251,2.011,Cycling
0.584,80.399,0.204,36.325,1.794,0.207,Desk Work
0.377,52.598,0.018,35.954,0.86,0.028,Sleeping
99.513,94.226,1.835,36.348,2.876,0.653,Walking
92.85,84.005,1.475,36.39,5.266,0.695,Walking
0.0,56.669,0.091,36.246,0.879,0.037,Sleeping
170.668,153.776,3.775,36.887,10.594,2.355,Running
0.0,55.144,0.115,36.371,1.094,0.032,Sleeping
109.454,100.866,1.417,36.01,4.931,0.846,Walking
3.461,72.359,0.38,36.125,1.593,0.239,Desk Work
155.706,166.924,3.109,37.161,11.812,2.359,Running
153.135,161.657,3.973,36.688,9.978,2.361,Running
2.473,50.932,0.081,35.923,0.866,0.056,Sleeping
102.084,92.725,1.403,36.305,5.456,0.896,Walking
0.0,58.305,0.104,36.013,0.986,0.06,Sleeping
113.585,110.459,1.073,36.571,5.337,0.49,Walking
63.654,104.37,1.006,36.39,7.162,0.788,Walking
79.378,85.604,1.766,36.595,4.088,0.637,Walking
164.68,153.682,2.956,37.054,11.53,2.744,Running
81.002,148.313,5.883,36.39,14.834,4.253,Gym
1.499,69.984,0.213,36.162,1.599,0.184,Desk Work
63.392,143.114,3.644,37.288,11.111,3.391,Gym
1.452,40.0,0.101,35.775,1.355,0.051,Sleeping
102.84,165.278,4.421,37.001,10.902,3.704,Gym
113.105,113.809,1.468,36.672,3.436,0.918,Walking
90.357,95.39,1.833,36.272,5.636,0.739,Walking
71.459,113.559,5.317,37.321,7.62,3.048,Gym
79.823,112.134,4.681,36.788,16.415,3.553,Gym
162.403,177.08,3.016,36.445,15.151,2.077,Running
1.78,61.403,0.387,36.19,1.719,0.166,Desk Work
86.216,111.589,1.007,36.342,4.338,0.25,Walking
1.528,58.252,0.079,36.313,1.27,0.051,Sleeping
86.855,86.193,1.596,36.349,6.255,0.699,Walking
0.0,46.153,0.177,36.274,1.132,0.057,Sleeping
181.112,138.745,3.638,36.6,14.823,3.082,Running
149.122,164.531,4.258,36.608,12.092,2.773,Running
33.387,121.806,2.734,36.641,9.17,2.235,Cycling
1.653,63.781,0.482,35.911,1.487,0.1,Desk Work
0.588,55.754,0.0,36.073,0.639,0.024,Sleeping
86.108,81.923,1.796,36.288,4.267,0.316,Walking
20.281,131.239,1.392,36.653,9.752,1.834,Cycling
75.596,126.187,4.465,37.096,7.739,2.281,Gym
96.118,164.686,4.672,37.745,10.451,2.091,Gym
83.273,105.566,1.099,35.931,6.147,0.662,Walking
6.228,70.088,0.365,35.92,1.757,0.146,Desk Work
92.538,151.454,4.975,36.887,15.088,3.095,Gym
99.342,88.277,1.557,36.528,4.934,0.507,Walking
4.655,74.286,0.223,36.01,1.829,0.157,Desk Work
85.009,146.802,4.286,36.642,13.558,2.605,Gym
29.826,134.13,2.241,36.073,10.016,2.373,Cycling
0.0,62.632,0.162,35.913,0.715,0.047,Sleeping
3.785,75.738,0.18,36.525,1.963,0.062,Desk Work
0.0,66.908,0.101,35.945,1.04,0.052,Sleeping
169.24,150.343,3.964,36.974,11.515,3.046,Running
83.764,98.626,1.769,36.449,3.133,0.578,Walking
0.932,63.454,0.073,35.957,0.952,0.061,Sleeping
40.06,116.37,3.602,37.029,21.205,3.136,Gym
9.701,105.863,3.23,36.594,8.188,0.969,Cycling
1.856,82.717,0.402,36.614,1.394,0.12,Desk Work
97.189,96.065,0.863,36.549,4.043,0.728,Walking
0.146,62.776,0.213,36.348,0.669,0.03,Sleeping
87.844,96.768,1.48,36.676,4.646,0.697,Walking
1.989,91.858,0.302,36.267,1.933,0.148,Desk Work
1.133,80.9,0.28,36.542,1.421,0.114,Desk Work
89.4,179.829,3.303,36.747,15.887,3.249,Gym
2.926,65.798,0.481,36.248,1.236,0.043,Desk Work
1.009,63.183,0.087,36.037,0.902,0.023,Sleeping
158.586,155.534,3.98,36.998,11.824,2.074,Running
0.853,55.147,0.077,36.223,0.855,0.052,Sleeping
0.893,55.404,0.108,36.135,0.811,0.073,Sleeping
106.619,94.515,1.576,36.445,4.523,0.851,Walking
0.0,52.401,0.0,35.649,0.84,0.064,Sleeping
87.086,118.118,2.002,36.307,5.22,0.747,Walking
0.499,48.217,0.128,36.223,0.855,0.038,Sleeping
4.369,84.718,0.181,36.071,1.166,0.224,Desk Work
0.212,61.085,0.121,36.325,0.987,0.041,Sleeping
112.077,99.242,2.472,36.575,4.701,0.36,Walking
104.462,176.404,4.711,37.03,16.938,2.799,Gym
72.241,147.308,3.403,36.619,15.079,3.739,Gym
0.029,72.884,0.382,36.203,1.472,0.138,Desk Work
18.442,134.745,2.279,36.386,9.15,2.364,Cycling
0.0,74.438,0.397,36.479,1.198,0.177,Desk Work
99.112,103.909,1.897,36.562,5.84,0.564,Walking
47.664,129.721,5.256,37.077,17.655,3.094,Gym
13.099,129.79,1.98,36.838,7.839,1.873,Cycling
160.767,151.181,3.485,36.694,12.609,1.872,Running
86.661,137.273,6.538,37.558,10.801,2.604,Gym
3.754,84.146,0.382,36.213,1.653,0.09,Desk Work
0.0,81.244,0.136,36.371,1.862,0.202,Desk Work
184.764,152.734,3.342,36.392,13.248,1.819,Running
14.005,128.446,2.047,36.442,8.612,1.652,Cycling
98.553,102.15,1.475,36.429,6.386,0.774,Walking
3.118,64.899,0.104,36.135,1.518,0.233,Desk Work
105.358,152.883,3.528,37.286,15.178,2.802,Gym
0.736,60.697,0.116,36.223,1.063,0.054,Sleeping
113.765,130.681,2.916,37.482,14.907,3.53,Gym
0.0,59.325,0.105,36.168,1.065,0.05,Sleeping
95.934,88.717,1.386,36.332,6.249,1.045,Walking
169.288,141.307,3.686,36.838,12.234,1.845,Running
101.094,149.401,4.564,36.832,13.913,3.055,Gym
1.777,63.807,0.107,36.229,1.781,0.159,Desk Work
105.8,107.428,1.93,36.264,5.759,0.924,Walking
0.0,60.395,0.023,36.262,0.998,0.046,Sleeping
149.786,155.482,4.445,37.031,11.439,3.251,Running
0.0,77.611,0.223,36.086,1.511,0.255,Desk Work
159.612,161.671,3.864,36.965,10.22,2.886,Running
94.653,80.612,1.483,36.372,6.091,0.775,Walking
0.0,53.367,0.165,35.988,1.022,0.049,Sleeping
70.966,88.911,1.549,36.362,5.85,0.467,Walking
111.558,90.808,1.376,36.517,3.678,0.882,Walking
0.0,67.711,0.179,35.792,1.331,0.057,Sleeping
2.369,74.005,0.144,36.233,1.241,0.12,Desk Work
114.183,168.965,3.859,36.885,13.251,4.61,Gym
4.777,127.605,1.068,36.388,5.966,1.734,Cycling
0.0,60.067,0.038,36.258,0.958,0.07,Sleeping
104.005,99.459,2.035,36.817,6.087,0.788,Walking
3.465,64.421,0.165,35.767,1.606,0.197,Desk Work
21.86,119.322,1.517,36.454,10.035,1.762,Cycling
154.153,161.717,2.861,36.284,14.297,2.834,Running
80.186,152.769,5.004,37.733,10.617,3.67,Gym
1.766,77.808,0.25,36.173,1.776,0.222,Desk Work
3.783,76.11,0.2,36.185,1.471,0.177,Desk Work
92.231,144.832,5.05,36.183,13.851,3.58,Gym
0.842,46.887,0.22,36.041,0.99,0.079,Sleeping
21.554,104.152,2.183,36.309,8.824,1.728,Cycling
182.668,155.09,4.078,36.829,9.661,2.509,Running
94.055,78.486,1.49,36.55,4.255,0.882,Walking
155.602,138.921,3.912,36.983,13.02,3.181,Running
0.0,59.468,0.146,35.977,1.389,0.09,Sleeping
